When-Taking-Survey,First-Time,Status,Status-Other,Department,Research,Field,OS,With-Friend,Programming-Usage,Current-Tools,Have-Dataset,Data-Management-Strategy,Data-Analysis-Workflow,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Hope-to-Learn,Workshop-in-US
1,1,6,,IT,14 ,Government financial regulation,3,3,6, 2 4       ,4,3,3,4,4,3,5,Expand upon technical skills necessary for extended analysis tasks,1
1,1,5,,"Information Technology, Statistics",6 ,My current field of work is in the banking industry.,3,1,6, 2 4       ,2,3,3,5,5,4,5,,1
1,1,0,Research Assistant,Research and Statistics,6 ,,3,3,6,    5      ,4,3,3,5,5,5,5,I would like to learn how to manipulate and  clean data more effectively.,1
1,1,5,,Monetary Affairs,6 ,"Commercial banking, credit availability, monetary policy transmission.",2,1,6,   456  9  ,1,3,4,4,5,5,4,,1
1,1,1,,Management & Operations ,6 ,Audits and Evaluations ,3,2,1, 2         ,4,2,2,5,5,5,4,"I hope to learn how to use SQL, R, and Python ",1
1,1,6,,Research Library, Data/information management,Data acquisition for research economists,3,1,3, 2         ,4,4,3,5,4,4,4,,1
1,1,1,,Research and Statistics,4 ,"I am interested in User Experience, User Interfaces, Information Architecture, and Data Management. My major is in Management Information Systems. ",4,3,2, 2         ,4,0,0,5,4,4,3,I would like to have have a solid foundation and basic understanding of Data Carpentry. I would also like to learn the basics of R and/or Python and how they are applicable. ,1
1,1,1,,"Economics, Mathematics",6 ,"Assisting economists in collection and formatting of data, both macro and micro.",3,2,3, 2        Stata,4,4,4,4,5,4,3,Better management of large data sets,1
1,1,,,,  ,,,,,           ,,,,,,,,,1
2,1,6,,Clinical Epidemiology,11 ,,3,2,5, 23   7    ,1,3,3,5,3,3,3,,1
2,1,1,,Hematology-Oncology ,11 ,We are looking at gene expression and cancer. ,1,2,,           ,,,,,,,,,
1,1,2,,Biomedical engineering,7 ,"My field is drug delivery and contrast agents. I am currently working on developing a novel, targeted contrast agent to identify early stages of cardiovascular disease using MRI",1,3,2, 2         ,3,3,3,4,4,4,4,I most hope to learn about options for analyzing my data that I may not currently be aware of,1
2,1,2,,Moleculat Ecolog and Evolution,9 ,Mudcrab genomics,3,1,,           ,,,,,,,,,
1,2,3,,Biochemistry,9 ,Mechanisms of corneal wound healing,1,2,1, 2         ,2,4,3,5,4,5,4,,1
1,1,3,,Biomedical Engineering,9 ,Nanoparticle-mediate drug delivery.,1,2,2, 2        Graph Pad Prism,4,4,4,4,5,3,3,How to use R to manage larger data sets,1
1,1,3,,Nutrition and Metabolism,9 ,Study metabolic regulation of insulin secretion,1,2,1, 2         ,4,3,3,3,3,3,3,,1
1,1,2,,Genetics and Genomics,2 ,Trying to use bioinformatics to predict certain genes or SNPs to addiction,1,1,6,    56  9  ,1,1,2,2,5,5,5,,1
1,1,2,,Microbiology & Immunology Training Program,9 ,"What goes wrong in our bodies to allow the immune system to attack us (the basis of autoimmune diseases) or otherwise run amok (pathology-causing overreactions to pathogens)? Are there diseases (autoimmune, cancer, etc.) in which the dialogue between the white blood cells that protect us from pathogens and ubiquitous fibroblasts (cells that build the foundation of all tissues) goes awry? ",3,3,3, 2  5     JMP,2,2,2,5,5,5,2,"Strategies for designing databases at the beginning of studies that will be efficient, but also modular to adapt if the study changes midstream. Improvements to my ability to code in R (especially to organize and format data, and to use the ""apply"" command and matrices).",1
1,1,3,,Biochemistry,9 ,Study the molecular basis of type II diabetes,1,2,3, 2        Perl,4,4,2,4,4,4,3,,1
1,1,0,high school senior doing a research internship at BU,biomedical genetics, bioinformatics and genetics,"My project involves compiling data on expression quantitative trait loci (eQTLs) from existing studies, standardizing the data, and analyzing the data to determine whether SNPs identified by GWAS as being associated with Alzheimer's are also eQTLs. I will be using R, but I do not have much background in programming. I have some basic stats knowledge since I took AP statistics junior year.",1,2,2, 2         ,3,2,2,5,4,4,4,how to use R,1
1,1,2,,Microbiology,9 ,I study the innate immune response to Ebola virus infection in hepatocytes differentiated from stem cells. ,3,1,3, 2         ,4,3,3,5,4,4,4,I hope to be more comfortable with R. ,1
1,1,2,,Molecular Medicine,9 ,Using patient-derived induced pluripotent stem cells to recapitulate human disease while developing therapeutics for said diseases. ,1,1,3, 2  5      ,4,3,3,4,5,5,5,,1
1,1,2,,Chemistry,9 ,"My research covers receptor signaling. More specifically, the activation mechanism and kinetics of downstream effects.",1,2,1, 2         ,4,1,1,5,5,5,5,"exposure to data analysis using medium to data sets. What is considered small, medium, large data sets?",1
1,1,4,,Biochemistry,9 ,rational approach to drug combinations using shRNA screens. Genome instability in cancer,3,3,1, 2         ,3,2,2,3,4,3,3,How to analyze data sets,1
1,1,3,,Physiology and Biophysics,2 ,I work on the physiology of the vertebrate visual system. My focus is how photoreceptors adapt to different light intensities.,1,2,4, 2  56    LabVIEW,1,3,3,4,4,4,4,,1
1,1,2,,Cell and Molecular Biology,9 ,,1,3,1, 2         ,4,1,1,5,4,3,3,"I'd like to learn what SQL, R, and Python offer: under what circumstances would I use SQL vs. R vs. Python?  What are the advantages and disadvantages of each?  What types of data can they handle and why is it better than using Excel?",1
1,1,2,,Biology,9 ,I am finishing my PhD work on how the Snail gene family controls stem cell maintenance in the fruit fly ovary.,3,1,3," 2 4      I used Python and bash shell scripting frequently in the past, not currently",1,3,3,4,4,3,3,"A better way to bring data into R, one of the hardest parts of R for me is putting my data in a format that it expects and does the right thing with",1
1,1,3,,Biochemistry,3 ,Mass spectrometry based proteomics and glycomics,3,2,3, 2         ,3,2,2,5,5,5,5,Learn basic R fundamentals and start to use it as much as possible.,1
1,1,3,,Cardiology,11 ,Cardiovascular disease,3,2,1, 2         ,3,1,1,5,3,3,3,,1
1,1,4,,Biology,9 ,"Population Genetics, Molecular Phylogenetics, and DNA Barcoding of Fishes",3,1,2,"          Arlequin, DNASP, MEGA",1,4,4,5,5,5,4,Learn how to use R and how to analyze RADSeq data,2
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,genetics,9 ,i am a graduate student studying milkfish genetics,3,1,1, 2        SPSS,1,3,3,5,5,,3,to be a better researcher,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,2,,Marine Science Institute,9 ,I will be working with sponge-microbes association. I will use 16s metagenomics for determining the microbial community in the sponge host.,3,1,1, 2         ,4,2,2,5,5,5,3,Learn how to manage my data and how to analyze them.,2
1,1,6,,Department of Biological Sciences and Environmental Studies,9 ,,3,2,1, 2         ,,4,4,4,4,4,4,,2
1,1,5,,SEO - Data Analytics,4 ,I am currently learning data analytics in order to improve search engine optimization campaigns.  I want to use R to process website & social media analytics.,3,2,2, 2         ,2,2,2,5,5,5,5,Learn data carpentry.,2
1,1,4,,Physiology,11 ,We are acquiring large amounts of hyperspectral imaging data. It will be helpful for me to learn processing steps that will allow us to better find principal components and to extract the differences ,3,3,1, 2         ,2,,,3,4,4,3,I would like in increase my knowledge about ability to operate and analyze large datasets,1
2,2,6,,Applied Sciences,10 ,Vegetation monitoring in littoral zones,3,1,3, 2         ,1,4,4,4,4,3,4,"Analyses, specifically creating rasters from points or pulling raster data from overlying points using R",1
1,1,4,,Bioinformatics,14 ,Administer review of NLM grants in bioinformatics fields,3,1,3, 2  5      ,4,0,0,5,5,5,5,Practical examples of using R,1
1,2,6,,ESA,10 ,ecosystem ecology- estuaries,3,1,2, 23        ,1,3,4,3,4,4,4,efficient programming in R,1
2,2,6,,Applied Science,10 ,"Estuarine ecology, numerical modeling",3,1,6, 2    7   JMP,1,4,4,5,5,5,3,all the things,1
2,1,6,,Applied Sciences,10 ,Varied.,3,1,5, 2  5     NetLogo,1,4,4,5,5,5,5,Geospatial techniques,1
1,2,6,,ESA,10 ,wetland ecology,3,1,4," 2        district databases, statistics programs",2,3,3,5,4,3,3,learn more about R,1
1,1,,,,  ,,,,,           ,,,,,,,,,
1,2,6,,Environmental Restoration Science,10 ,Wetland restoration research,3,1,1, 2         ,1,2,2,4,4,4,3,,1
1,1,2,,,7 ,,,,,           ,,,,,,,,,1
2,,,,,  ,,,,,           ,,,,,,,,,
1,1,,,,  ,,,,,           ,,,,,,,,,
1,1,5,,Startup,16 ,Business Intelligence Associate in a Startup and wants to learn and experience more.,3,3,6, 2         ,1,4,4,1,4,1,1,"Data Analysis. Tips and Tricks on R, Etc.",1
1,1,4,,,8 ,,,,,           ,,,,,,,,,
2,1,2,,,9 ,quantification of protiens with posttranslational modification using label free targeted mass spectrometry approach. ,1,1,4, 23 5      ,1,3,2,4,3,3,3,,2
1,1,3,,Forensics,9 ,Population genetics in Switzerland/ microbial forensics,3,3,3, 2  5      ,1,2,2,5,5,5,3,Consolidate knowledge on the basics of R (which I keep forgetting since I do not use it that frequently),2
1,1,2,,Microbial Ecology,10 ,assess microbial diversity of soils and the change after the addition of a fungal biocontrol strain,2,2,5, 2  5      ,1,3,3,5,4,5,2,,2
1,1,4,,"Ecology, Taxonomy, and Systematics",10 ,"Reef diversity, ecology, distribution, systematics, and restoration",3,1,3, 23        ,2,4,4,4,4,4,3,Explore and learn new data management and analysis techniques.,2
1,1,2,,Virology,9 ,,1,1,3, 2  5      ,1,3,2,5,5,4,5,,2
1,2,2,,Virology,9 ,"Further characterization of equine papillomavirus type 2, by RNA Seq, qRTPCR and a cell culture model...",1,1,3, 2  5      ,3,2,2,4,4,4,4,better understanding of R,2
1,1,2,,Marine Biology,9 ,Currently doing my thesis on the application of photosynthetic bacteria to aquaculture.,3,1,7," 2        Statistica, Geneious, Mega",3,4,3,5,3,3,3,I wish to learn how to use the softwares introduced in the workshop and how can these new information help further molecular DNA studies in our institution.,2
1,1,4,,Biological Sciences (Marine Science),9 ,"I am currently a Faculty member under the Department of Biological Sciences, College of Science and Mathematics, MSU-IIT teaching marine science courses. I have worked on population genetics and molecular ecology before when I was still connected with the National Fisheries Research and Development Institute (NFRDI) and MSU-Naawan. Now, in MSU-IIT, we do not have any project related to molecular ecology/population genetics but we have submitted two proposals and are currently waiting for the feedback.",3,1,1," 2        Genetics softwares like Arlequin, Mega, DnaSP, CulastalW, Geneious, etcetera",4,3,3,5,5,5,3,Efficient participation,2
1,1,3,,Institute of molecular life sciences,9 ,analysis of multiplexed single cell data,1,1,1, 2    7    ,2,2,2,5,5,5,2,introduction to R statistics analysis,2
1,1,4,,,9 ,oyster and mussel genetics,1,1,7, 2         ,3,2,2,4,4,4,4,overview of data mining/carpentry,2
1,1,3,,Institute of Molecular Life Sciences,9 ,Analysing tumor growth in Drosophila,1,1,1, 2         ,2,0,0,4,3,3,3,How to make graphs with R,2
1,1,2,,Molecular Life Sciences,9 ,Elucidate the roles of Wnt signaling components in development and cancer,1,1,1, 2         ,2,0,0,4,4,4,3,basic understanding of R,2
1,1,1,,Systems Biology,9 ,,3,1,2,           ,4,0,0,,,,,I hope to get general insight to the programming environment and be able to visualize and analyze datasets in a basic maner,2
1,1,6,,Molecular Biology,9 ,Understanding Wnt signalling in development and cancer,3,1,2, 2         ,4,3,3,5,5,5,5,,2
1,1,6,,DMMD,9 ,"We are working in Genomics and Proteomics in the field of DNA methylation, binding patterns/interaction partners",1,2,1, 2         ,4,3,3,4,4,3,3,How to work with R or similars,2
1,1,2,,Molecular Life Sciences,9 ,Analyzation of gene regulatory elements in developing embryo. Epigenetic data and microscopy images need to be processed.,3,1,7, 2         ,4,3,3,5,4,4,2,ready to use applications for different types of datasets,2
1,1,3,,IMLS,9 ,high dimensional single cell analysis of tumor-immune cell interaction,3,1,5, 2  5 7    ,1,5,5,5,5,5,4,I hope to get the basis to become more independent from computational people in the lab who have been providing a lot of support so far establishing our analytical workflow,2
1,,,,,  ,,,,,           ,,,,,,,,,
1,1,3,,Department of Molecular Mechanisms of Disease,9 ,I am interested in how DNA damage response and repair pathways are orchestrated ,1,1,1, 2         ,2,4,4,4,5,4,3,,2
1,1,2,,Department of Molecular Mechanisms of Disease,9 ,Understanding the functional significance of the global chromatin re-organization in the transition of stem cells to differentiated cells as well as from healthy to cancer cells,1,1,4, 2  5   9  ,3,2,2,5,5,5,2,,2
1,1,4,,Aquaculture, Fisheries,Gene expression,3,1,1, 2         ,4,0,0,4,3,3,3,,2
1,1,4,,Marine Science,9 ,Gene expression dynamics of non-model marine organisms,1,1,5, 2  5   9  ,2,2,3,4,4,4,4,More efficient data handling and analysis tools,2
1,1,2,,Marine biology ,9 ,Investigation of sponge microbial community with the used of 16S sequencing and shotgun (metagenome) sequencing.   ,3,1,7, 2  5    10 ,4,0,0,5,5,4,3,"Since I will be working on metagenome dataset for my thesis, I am hoping that before I start I could able to learn to used pipelines in analyzing my data and shotgunfunctionalize R. I do not have enough experience yet in analyzing metagenome and NGS data. I think this workshop will be a good opportunity to expose me in anayzing datasets. ",2
1,1,2,,Biotechnology,9 ,Redox regulation in plants.,1,1,2, 2  5      ,3,3,3,5,5,5,5,I`m also interested in Data visualization,2
1,1,2,,Plant Biotechnology,9 ,Axenic cultivation and culture optimization of several peatmoss species for horticulture. Generating new hybrid moss plants using protoplast fusion. ,3,1,2, 2         ,1,3,3,4,4,4,3,Analyzing and visualization of data.,2
