"","Start.Date","End.Date","When.Taking.Survey","First.Time","Status","Status.Other","Department","Discipline","Discipline.Other","OS","With.Friend","Programming.Usage","Current.Tools.1","Current.Tools.2","Current.Tools.3","Current.Tools.4","Current.Tools.5","Current.Tools.6","Current.Tools.7","Have.Dataset","Data.Management.Strategy","Data.Analysis.Workflow","Data.Organization","Using.Scripting.Language","Using.R.or.Python","Value.of.SQL.or.Python","Hope.to.Learn","Workshop.in.US","Age","Gender","Gender.Other","Race","Race.Other","year.survey"
"664","4/24/17 20:14","4/24/17 20:15","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Social Science","Economics","","Windows","Yes","Monthly","Excel or other spreadsheet program","R","MATLAB","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Neutral","Neutral","Agree","Strongly agree","Strongly agree","Agree","","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2017"
"665","4/24/17 17:41","4/24/17 17:43","I am taking this survey before coming to the workshop","No","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2017"
"666","4/24/17 16:48","4/24/17 16:51","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Chemical Engineering","Engineering","","Apple OS","","","","","","","","","","","","","","","","","","Yes","","No Answer",NA,"No Answer","","2017"
"667","4/24/17 14:09","4/24/17 14:12","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Biology and Bioengineering","Neuroscience","","Apple OS","Yes","Daily","Python","MATLAB","","","","","","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Agree","Agree","Agree","Agree","Data I/O

Cleaning Data","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2017"
"668","4/24/17 11:54","4/24/17 12:47","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Aerospace Engineering","Engineering","","Apple OS","Yes","Less than once a year","Excel or other spreadsheet program","MATLAB","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Satisfied","Satisfied","Strongly agree","Agree","Agree","Agree","","Yes","25-34","Male",NA,"White / Caucasian","","2017"
"669","4/24/17 12:43","4/24/17 12:45","I am taking this survey before coming to the workshop","Yes","Graduate Student",""," ","Physics","","Windows","Yes","Daily","Excel or other spreadsheet program","R","Python","MATLAB","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Strongly agree","Agree","Agree","Agree","","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"670","4/24/17 11:39","4/24/17 11:49","I am taking this survey before coming to the workshop","No","Post-doc","","Geological and Planetary Sciences","Earth Sciences ","","Apple OS","No","Daily","Excel or other spreadsheet program","Python","MATLAB","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Very unsatisfied","Unsatisfied","Agree","Strongly agree","Strongly agree","Agree","I would like to attend the first day to learn more about data management, but I am on the waitlist.  If I can only attend day two, I would like to become quicker with Python so that I can transition from MATLAB.","Yes","25-34","Male",NA,"White / Caucasian","","2017"
"671","4/24/17 11:38","4/24/17 11:42","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Astronomy","Physics","","Linux","No","Daily","Python","","","","","","","I am working on generating data","Neutral","Neutral","Agree","Strongly agree","Strongly agree","Neutral","","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"672","4/23/17 19:46","4/23/17 19:54","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Biology/Marine Biology","Other","Oceanography","Windows","Not sure","Several times a year","Excel or other spreadsheet program","R","","","","","Excel or other spreadsheet program","I am working on generating data","Not sure","Not sure","Strongly agree","Strongly agree","Strongly agree","Neutral","I want to learn how to deal with my data - there will be lots of it -more than  I can see on any one spreadsheet. I want to be able to produce helpful graphs. I have been told R is a fantastic tool, not just for stats use (I have a teensy bit of familiarity with that, but we were given a lot of the scripts).  I have no inkling how R can be used other than what I've seen in terms of stats and graphs.  SQL? No idea what that is!  Glad to learn.  Please be patient with me -very much a beginner.","Yes","45-54","Female",NA,"White / Caucasian","","2017"
"673","4/23/17 0:15","4/23/17 0:32","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Engineering and Applied Science","Other","Materials Science","Windows","No","Daily","MATLAB","","","","","","","I have data and done a fair bit of analysis","Satisfied","Satisfied","Agree","Strongly agree","Strongly agree","Strongly agree","More about how to get started using Python for data analysis.","Yes","25-34","Male",NA,"White / Caucasian","","2017"
"674","4/21/17 17:51","4/21/17 17:59","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Physics","Physics","","Windows","Not sure","Monthly","Excel or other spreadsheet program","MATLAB","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Agree","Agree","Neutral","Neutral","","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2017"
"675","4/21/17 16:35","4/21/17 16:42","I am taking this survey before coming to the workshop","Yes","No Answer",""," ","No Answer","","","","","","","","","","","","","","","","","","","","","","No Answer",NA,"No Answer","","2017"
"676","4/21/17 16:28","4/21/17 16:34","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Physics/Quantum Information","Physics","","Windows","No","Weekly","Excel or other spreadsheet program","MATLAB","","","","","Excel or other spreadsheet program","I do not have data yet","Unsatisfied","Unsatisfied","Agree","Strongly agree","Neutral","Neutral","","Yes","25-34","Female",NA,"White / Caucasian","","2017"
"677","4/21/17 13:13","4/21/17 13:17","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Chemistry","Chemistry","","Apple OS","No","Weekly","Python","","","","","","","I have data and done a fair bit of analysis","Unsatisfied","Neutral","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Version control with github. ","Yes","18-24","Female",NA,"White / Caucasian","","2017"
"678","4/20/17 20:25","4/20/17 21:01","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Chemistry and Chemical Engineering","Chemistry","","Apple OS","No","Less than once a year","Excel or other spreadsheet program","MATLAB","","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Agree","Agree","Agree","Agree","","Yes","25-34","Female",NA,"Asian / Pacific Islander","","2017"
"679","4/20/17 18:51","4/20/17 19:18","I am taking this survey before coming to the workshop","Yes","Faculty","","CCE","Other","Biology","Apple OS","No","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I have data but haven't started analyzing it","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Agree","Neutral","Sophisticated data analysis","Yes","35-44","Female",NA,"White / Caucasian","","2017"
"680","4/20/17 18:28","4/20/17 18:31","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Electrical Engineering","Computer Science","","Apple OS","Not sure","Daily","Excel or other spreadsheet program","SQL","Python","","","","Excel or other spreadsheet program","I have data and done a fair bit of analysis","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Agree","","Yes","18-24","Female",NA,"Asian / Pacific Islander","","2017"
"681","4/20/17 15:14","4/20/17 15:20","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Materials Science ","Engineering","","Apple OS","No","I have never programmed","Excel or other spreadsheet program","MATLAB","","","","","Excel or other spreadsheet program","I do not have data yet","Not sure","Not sure","Agree","Agree","Agree","Agree","","Yes","25-34","Female",NA,"Asian / Pacific Islander","","2017"
"682","4/20/17 13:20","4/20/17 13:29","I am taking this survey before coming to the workshop","Yes","Graduate Student",""," ","Engineering","","Apple OS","No","Daily","Python","MATLAB","","","","","","I do not have data yet","Neutral","Neutral","Agree","Agree","Agree","Neutral","","Yes","25-34","Female",NA,"Asian / Pacific Islander","","2017"
"683","4/20/17 12:02","4/20/17 12:57","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Social Science","Economics","","Windows","No","Several times a year","R","","","","","","","I do not have data yet","Very unsatisfied","Very unsatisfied","Agree","Agree","Agree","Neutral","knows what to do when facing a data set and can get some basic analyzing result from the data quickly","Yes","25-34","Female",NA,"Asian / Pacific Islander","","2017"
"684","4/19/17 17:27","4/19/17 17:30","I am taking this survey before coming to the workshop","Yes","Graduate Student","","Computer Science","Computer Science","","Linux","Yes","Weekly","MATLAB","","","","","","","I do not have data yet","Unsatisfied","Unsatisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","logic thinking of data analysis","Yes","25-34","Male",NA,"Asian / Pacific Islander","","2017"
"685","4/19/17 17:17","4/19/17 17:25","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Other","PhD student","Marine Science","Other","Marine Science","Windows","Yes","Less than once a year","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Satisfied","Satisfied","Strongly agree","Strongly agree","Agree","Agree","Learn how to manage big data-sets and use R","No","","No Answer",NA,"No Answer","","2017"
"686","4/19/17 17:17","4/19/17 17:24","I am taking this survey at the workshop (and I have not previously taken a survey for this workshop)","Yes","Graduate Student","","Higher Education Development Centre","Other","Education","Apple OS","Yes","I have never programmed","Excel or other spreadsheet program","","","","","","Excel or other spreadsheet program","I am working on generating data","Neutral","Neutral","Strongly agree","Agree","Agree","Neutral","Data management and using R for data analysis","No","","No Answer",NA,"No Answer","","2017"
